"","CU_name","Return.Year","TribDeme","Estimate"
"1524","Middle Fraser",1983,"Little Swift R",NA
"1525","Middle Fraser",1983,"Mackin Cr",NA
"1526","Middle Fraser",1983,"McKinley Cr",NA
"1527","Middle Fraser",1983,"McKinley Cr (upr)",NA
"1528","Middle Fraser",1983,"Meldrum Cr",NA
"1529","Middle Fraser",1983,"Minton Cr",NA
"1530","Middle Fraser",1983,"Mitchell R",NA
"1531","Middle Fraser",1983,"Moffat Cr",NA
"1532","Middle Fraser",1983,"Narcosli Cr",NA
"1533","Middle Fraser",1983,"Nataniko R",NA
"1534","Middle Fraser",1983,"Nazko R",NA
"1535","Middle Fraser",1983,"Nechako R",NA
"1536","Middle Fraser",1983,"Off-set Cr",NA
"1537","Middle Fraser",1983,"Penfold Cr",NA
"1538","Middle Fraser",1983,"Polly Cr",NA
"1539","Middle Fraser",1983,"Portage Cr",NA
"1540","Middle Fraser",1983,"Quesnel R",NA
"1541","Middle Fraser",1983,"Seton R (Sp Channels)",NA
"1542","Middle Fraser",1983,"Seton Sys",NA
"1543","Middle Fraser",1983,"Sovereign Cr",NA
"1544","Middle Fraser",1983,"Spider Cr",NA
"1545","Middle Fraser",1983,"Stein R",NA
"1546","Middle Fraser",1983,"Summit Cr",NA
"1547","Middle Fraser",1983,"Taseko R",NA
"1548","Middle Fraser",1983,"Tisdale Cr",NA
"1549","Middle Fraser",1983,"Twan Cr",NA
"1550","Middle Fraser",1983,"Victoria Cr",NA
"1551","Middle Fraser",1983,"Wasko Cr",NA
"1552","Middle Fraser",1983,"Watson Bar Cr",NA
"1553","Middle Fraser",1983,"West Road R",NA
"1554","Middle Fraser",1983,"Whitecap Cr",NA
"1555","Middle Fraser",1983,"Williams Cr",NA
"1556","Middle Fraser",1983,"Woodjam Cr",NA
"1557","Middle Fraser",1983,"Yalakom R",NA
"1558","Middle Fraser",1984,"Ahbau Cr",NA
"1559","Middle Fraser",1984,"Baezaeko R",NA
"1560","Middle Fraser",1984,"Baker Cr",NA
"1561","Middle Fraser",1984,"Beaver Cr",NA
"1562","Middle Fraser",1984,"Bill Miner Cr",NA
"1563","Middle Fraser",1984,"Blue Lead Cr",NA
"1564","Middle Fraser",1984,"Bridge R",600
"1565","Middle Fraser",1984,"Brittany Cr",NA
"1566","Middle Fraser",1984,"Cayoosh Cr",314.0793899
"1567","Middle Fraser",1984,"Chilako R",NA
"1568","Middle Fraser",1984,"Chilcotin R (upr)",NA
"1569","Middle Fraser",1984,"Chilko R",754.7570616
"1570","Middle Fraser",1984,"Clisbako R",NA
"1571","Middle Fraser",1984,"Clusko Cr",NA
"1572","Middle Fraser",1984,"Coglistiko R",NA
"1573","Middle Fraser",1984,"Cottonwood R  ",NA
"1574","Middle Fraser",1984,"Euchiniko R",NA
"1575","Middle Fraser",1984,"French Bar Cr",NA
"1576","Middle Fraser",1984,"Gates Cr",584
"1577","Middle Fraser",1984,"Government Cr",NA
"1578","Middle Fraser",1984,"Hawks Cr",NA
"1579","Middle Fraser",1984,"Haylemore Cr",NA
"1580","Middle Fraser",1984,"Hazeltine Cr (Edney)",3.132381062
"1581","Middle Fraser",1984,"Hixon Cr",NA
"1582","Middle Fraser",1984,"Horsefly R",546.0867849
"1583","Middle Fraser",1984,"John-Boyd Cr",NA
"1584","Middle Fraser",1984,"Little Horsefly R",83.73898707
"1585","Middle Fraser",1984,"Little Swift R",NA
"1586","Middle Fraser",1984,"Mackin Cr",NA
"1587","Middle Fraser",1984,"McKinley Cr",1684.085523
"1588","Middle Fraser",1984,"McKinley Cr (upr)",NA
"1589","Middle Fraser",1984,"Meldrum Cr",NA
"1590","Middle Fraser",1984,"Minton Cr",NA
"1591","Middle Fraser",1984,"Mitchell R",206.925093
"1592","Middle Fraser",1984,"Moffat Cr",NA
"1593","Middle Fraser",1984,"Narcosli Cr",NA
"1594","Middle Fraser",1984,"Nataniko R",NA
"1595","Middle Fraser",1984,"Nazko R",NA
"1596","Middle Fraser",1984,"Nechako R",NA
"1597","Middle Fraser",1984,"Off-set Cr",NA
"1598","Middle Fraser",1984,"Penfold Cr",63.09166849
"1599","Middle Fraser",1984,"Polly Cr",NA
"1600","Middle Fraser",1984,"Portage Cr",80
"1601","Middle Fraser",1984,"Quesnel R",NA
"1602","Middle Fraser",1984,"Seton R (Sp Channels)",120
"1603","Middle Fraser",1984,"Seton Sys",NA
"1604","Middle Fraser",1984,"Sovereign Cr",NA
"1605","Middle Fraser",1984,"Spider Cr",NA
"1606","Middle Fraser",1984,"Stein R",195.1325919
"1607","Middle Fraser",1984,"Summit Cr",NA
"1608","Middle Fraser",1984,"Taseko R",NA
"1609","Middle Fraser",1984,"Tisdale Cr",NA
"1610","Middle Fraser",1984,"Twan Cr",NA
"1611","Middle Fraser",1984,"Victoria Cr",NA
"1612","Middle Fraser",1984,"Wasko Cr",NA
"1613","Middle Fraser",1984,"Watson Bar Cr",NA
"1614","Middle Fraser",1984,"West Road R",NA
"1615","Middle Fraser",1984,"Whitecap Cr",NA
"1616","Middle Fraser",1984,"Williams Cr",NA
"1617","Middle Fraser",1984,"Woodjam Cr",NA
"1618","Middle Fraser",1984,"Yalakom R",NA
"1619","Middle Fraser",1985,"Ahbau Cr",NA
"1620","Middle Fraser",1985,"Baezaeko R",NA
"1621","Middle Fraser",1985,"Baker Cr",NA
"1622","Middle Fraser",1985,"Beaver Cr",NA
"1623","Middle Fraser",1985,"Bill Miner Cr",NA
"1624","Middle Fraser",1985,"Blue Lead Cr",NA
"1625","Middle Fraser",1985,"Bridge R",750
"1626","Middle Fraser",1985,"Brittany Cr",NA
"1627","Middle Fraser",1985,"Cayoosh Cr",471.1190848
"1628","Middle Fraser",1985,"Chilako R",NA
"1629","Middle Fraser",1985,"Chilcotin R (upr)",NA
"1630","Middle Fraser",1985,"Chilko R",834.2425538
"1631","Middle Fraser",1985,"Clisbako R",NA
"1632","Middle Fraser",1985,"Clusko Cr",NA
"1633","Middle Fraser",1985,"Coglistiko R",NA
"1634","Middle Fraser",1985,"Cottonwood R  ",NA
"1635","Middle Fraser",1985,"Euchiniko R",NA
"1636","Middle Fraser",1985,"French Bar Cr",NA
"1637","Middle Fraser",1985,"Gates Cr",475
"1638","Middle Fraser",1985,"Government Cr",NA
"1639","Middle Fraser",1985,"Hawks Cr",NA
"1640","Middle Fraser",1985,"Haylemore Cr",NA
"1641","Middle Fraser",1985,"Hazeltine Cr (Edney)",3.462260521
"1642","Middle Fraser",1985,"Hixon Cr",NA
"1643","Middle Fraser",1985,"Horsefly R",603.5966501
"1644","Middle Fraser",1985,"John-Boyd Cr",NA
"1645","Middle Fraser",1985,"Little Horsefly R",92.55776459
"1646","Middle Fraser",1985,"Little Swift R",NA
"1647","Middle Fraser",1985,"Mackin Cr",NA
"1648","Middle Fraser",1985,"McKinley Cr",1861.431091
"1649","Middle Fraser",1985,"McKinley Cr (upr)",NA
"1650","Middle Fraser",1985,"Meldrum Cr",NA
"1651","Middle Fraser",1985,"Minton Cr",NA
"1652","Middle Fraser",1985,"Mitchell R",228.71693
"1653","Middle Fraser",1985,"Moffat Cr",NA
"1654","Middle Fraser",1985,"Narcosli Cr",NA
"1655","Middle Fraser",1985,"Nataniko R",NA
"1656","Middle Fraser",1985,"Nazko R",NA
"1657","Middle Fraser",1985,"Nechako R",NA
"1658","Middle Fraser",1985,"Off-set Cr",NA
"1659","Middle Fraser",1985,"Penfold Cr",69.73602146
"1660","Middle Fraser",1985,"Polly Cr",NA
"1661","Middle Fraser",1985,"Portage Cr",90
"1662","Middle Fraser",1985,"Quesnel R",NA
"1663","Middle Fraser",1985,"Seton R (Sp Channels)",180
"1664","Middle Fraser",1985,"Seton Sys",NA
"1665","Middle Fraser",1985,"Sovereign Cr",NA
"1666","Middle Fraser",1985,"Spider Cr",NA
"1667","Middle Fraser",1985,"Stein R",110.4721329
"1668","Middle Fraser",1985,"Summit Cr",NA
"1669","Middle Fraser",1985,"Taseko R",NA
"1670","Middle Fraser",1985,"Tisdale Cr",NA
"1671","Middle Fraser",1985,"Twan Cr",NA
"1672","Middle Fraser",1985,"Victoria Cr",NA
"1673","Middle Fraser",1985,"Wasko Cr",NA
"1674","Middle Fraser",1985,"Watson Bar Cr",NA
"1675","Middle Fraser",1985,"West Road R",NA
"1676","Middle Fraser",1985,"Whitecap Cr",NA
"1677","Middle Fraser",1985,"Williams Cr",NA
"1678","Middle Fraser",1985,"Woodjam Cr",NA
"1679","Middle Fraser",1985,"Yalakom R",NA
"1680","Middle Fraser",1986,"Ahbau Cr",NA
"1681","Middle Fraser",1986,"Baezaeko R",NA
"1682","Middle Fraser",1986,"Baker Cr",NA
"1683","Middle Fraser",1986,"Beaver Cr",NA
"1684","Middle Fraser",1986,"Bill Miner Cr",NA
"1685","Middle Fraser",1986,"Blue Lead Cr",NA
"1686","Middle Fraser",1986,"Bridge R",170
"1687","Middle Fraser",1986,"Brittany Cr",NA
"1688","Middle Fraser",1986,"Cayoosh Cr",170.728959
"1689","Middle Fraser",1986,"Chilako R",NA
"1690","Middle Fraser",1986,"Chilcotin R (upr)",NA
"1691","Middle Fraser",1986,"Chilko R",308.4515939
"1692","Middle Fraser",1986,"Clisbako R",NA
"1693","Middle Fraser",1986,"Clusko Cr",NA
"1694","Middle Fraser",1986,"Coglistiko R",NA
"1695","Middle Fraser",1986,"Cottonwood R  ",NA
"1696","Middle Fraser",1986,"Euchiniko R",NA
"1697","Middle Fraser",1986,"French Bar Cr",NA
"1698","Middle Fraser",1986,"Gates Cr",200
"1699","Middle Fraser",1986,"Government Cr",NA
"1700","Middle Fraser",1986,"Hawks Cr",NA
"1701","Middle Fraser",1986,"Haylemore Cr",NA
"1702","Middle Fraser",1986,"Hazeltine Cr (Edney)",1.280131026
"1703","Middle Fraser",1986,"Hixon Cr",NA
"1704","Middle Fraser",1986,"Horsefly R",223.1729225
"1705","Middle Fraser",1986,"John-Boyd Cr",NA
"1706","Middle Fraser",1986,"Little Horsefly R",34.22216942
"1707","Middle Fraser",1986,"Little Swift R",NA
"1708","Middle Fraser",1986,"Mackin Cr",NA
"1709","Middle Fraser",1986,"McKinley Cr",688.2364443
"1710","Middle Fraser",1986,"McKinley Cr (upr)",NA
"1711","Middle Fraser",1986,"Meldrum Cr",NA
"1712","Middle Fraser",1986,"Minton Cr",NA
"1713","Middle Fraser",1986,"Mitchell R",84.56545556
"1714","Middle Fraser",1986,"Moffat Cr",NA
"1715","Middle Fraser",1986,"Narcosli Cr",NA
"1716","Middle Fraser",1986,"Nataniko R",NA
"1717","Middle Fraser",1986,"Nazko R",NA
"1718","Middle Fraser",1986,"Nechako R",NA
"1719","Middle Fraser",1986,"Off-set Cr",NA
"1720","Middle Fraser",1986,"Penfold Cr",25.78409226
"1721","Middle Fraser",1986,"Polly Cr",NA
"1722","Middle Fraser",1986,"Portage Cr",70
"1723","Middle Fraser",1986,"Quesnel R",NA
"1724","Middle Fraser",1986,"Seton R (Sp Channels)",70
"1725","Middle Fraser",1986,"Seton Sys",NA
"1726","Middle Fraser",1986,"Sovereign Cr",NA
"1727","Middle Fraser",1986,"Spider Cr",NA
"1728","Middle Fraser",1986,"Stein R",76.98258755
"1729","Middle Fraser",1986,"Summit Cr",NA
"1730","Middle Fraser",1986,"Taseko R",NA
"1731","Middle Fraser",1986,"Tisdale Cr",NA
"1732","Middle Fraser",1986,"Twan Cr",NA
"1733","Middle Fraser",1986,"Victoria Cr",NA
"1734","Middle Fraser",1986,"Wasko Cr",NA
"1735","Middle Fraser",1986,"Watson Bar Cr",NA
"1736","Middle Fraser",1986,"West Road R",NA
"1737","Middle Fraser",1986,"Whitecap Cr",NA
"1738","Middle Fraser",1986,"Williams Cr",NA
"1739","Middle Fraser",1986,"Woodjam Cr",NA
"1740","Middle Fraser",1986,"Yalakom R",NA
"1741","Middle Fraser",1987,"Ahbau Cr",NA
"1742","Middle Fraser",1987,"Baezaeko R",NA
"1743","Middle Fraser",1987,"Baker Cr",NA
"1744","Middle Fraser",1987,"Beaver Cr",NA
"1745","Middle Fraser",1987,"Bill Miner Cr",NA
"1746","Middle Fraser",1987,"Blue Lead Cr",NA
"1747","Middle Fraser",1987,"Bridge R",550
"1748","Middle Fraser",1987,"Brittany Cr",NA
"1749","Middle Fraser",1987,"Cayoosh Cr",108.4155831
"1750","Middle Fraser",1987,"Chilako R",NA
"1751","Middle Fraser",1987,"Chilcotin R (upr)",NA
"1752","Middle Fraser",1987,"Chilko R",539.6468426
"1753","Middle Fraser",1987,"Clisbako R",NA
"1754","Middle Fraser",1987,"Clusko Cr",NA
"1755","Middle Fraser",1987,"Coglistiko R",NA
"1756","Middle Fraser",1987,"Cottonwood R  ",NA
"1757","Middle Fraser",1987,"Euchiniko R",NA
"1758","Middle Fraser",1987,"French Bar Cr",NA
"1759","Middle Fraser",1987,"Gates Cr",429.3542744
"1760","Middle Fraser",1987,"Government Cr",NA
"1761","Middle Fraser",1987,"Hawks Cr",NA
"1762","Middle Fraser",1987,"Haylemore Cr",NA
"1763","Middle Fraser",1987,"Hazeltine Cr (Edney)",2.239633964
"1764","Middle Fraser",1987,"Hixon Cr",NA
"1765","Middle Fraser",1987,"Horsefly R",390.4488268
"1766","Middle Fraser",1987,"John-Boyd Cr",NA
"1767","Middle Fraser",1987,"Little Horsefly R",59.87288132
"1768","Middle Fraser",1987,"Little Swift R",NA
"1769","Middle Fraser",1987,"Mackin Cr",NA
"1770","Middle Fraser",1987,"McKinley Cr",1204.101206
"1771","Middle Fraser",1987,"McKinley Cr (upr)",NA
"1772","Middle Fraser",1987,"Meldrum Cr",NA
"1773","Middle Fraser",1987,"Minton Cr",NA
"1774","Middle Fraser",1987,"Mitchell R",147.9502197
"1775","Middle Fraser",1987,"Moffat Cr",NA
"1776","Middle Fraser",1987,"Narcosli Cr",NA
"1777","Middle Fraser",1987,"Nataniko R",NA
"1778","Middle Fraser",1987,"Nazko R",NA
"1779","Middle Fraser",1987,"Nechako R",NA
"1780","Middle Fraser",1987,"Off-set Cr",NA
"1781","Middle Fraser",1987,"Penfold Cr",45.11017044
"1782","Middle Fraser",1987,"Polly Cr",NA
"1783","Middle Fraser",1987,"Portage Cr",100
"1784","Middle Fraser",1987,"Quesnel R",NA
"1785","Middle Fraser",1987,"Seton R (Sp Channels)",60
"1786","Middle Fraser",1987,"Seton Sys",NA
"1787","Middle Fraser",1987,"Sovereign Cr",NA
"1788","Middle Fraser",1987,"Spider Cr",NA
"1789","Middle Fraser",1987,"Stein R",87.865531
"1790","Middle Fraser",1987,"Summit Cr",NA
"1791","Middle Fraser",1987,"Taseko R",NA
"1792","Middle Fraser",1987,"Tisdale Cr",NA
"1793","Middle Fraser",1987,"Twan Cr",NA
"1794","Middle Fraser",1987,"Victoria Cr",NA
"1795","Middle Fraser",1987,"Wasko Cr",NA
"1796","Middle Fraser",1987,"Watson Bar Cr",NA
"1797","Middle Fraser",1987,"West Road R",NA
"1798","Middle Fraser",1987,"Whitecap Cr",NA
"1799","Middle Fraser",1987,"Williams Cr",NA
"1800","Middle Fraser",1987,"Woodjam Cr",NA
"1801","Middle Fraser",1987,"Yalakom R",NA
"1802","Middle Fraser",1988,"Ahbau Cr",NA
"1803","Middle Fraser",1988,"Baezaeko R",NA
"1804","Middle Fraser",1988,"Baker Cr",NA
"1805","Middle Fraser",1988,"Beaver Cr",NA
"1806","Middle Fraser",1988,"Bill Miner Cr",NA
"1807","Middle Fraser",1988,"Blue Lead Cr",NA
"1808","Middle Fraser",1988,"Bridge R",850
"1809","Middle Fraser",1988,"Brittany Cr",NA
"1810","Middle Fraser",1988,"Cayoosh Cr",203.2249989
"1811","Middle Fraser",1988,"Chilako R",NA
"1812","Middle Fraser",1988,"Chilcotin R (upr)",NA
"1813","Middle Fraser",1988,"Chilko R",1228.273213
"1814","Middle Fraser",1988,"Clisbako R",NA
"1815","Middle Fraser",1988,"Clusko Cr",NA
"1816","Middle Fraser",1988,"Coglistiko R",NA
"1817","Middle Fraser",1988,"Cottonwood R  ",NA
"1818","Middle Fraser",1988,"Euchiniko R",NA
"1819","Middle Fraser",1988,"French Bar Cr",NA
"1820","Middle Fraser",1988,"Gates Cr",1479.888956
"1821","Middle Fraser",1988,"Government Cr",NA
"1822","Middle Fraser",1988,"Hawks Cr",NA
"1823","Middle Fraser",1988,"Haylemore Cr",NA
"1824","Middle Fraser",1988,"Hazeltine Cr (Edney)",5.097560456
"1825","Middle Fraser",1988,"Hixon Cr",NA
"1826","Middle Fraser",1988,"Horsefly R",888.6882997
"1827","Middle Fraser",1988,"John-Boyd Cr",NA
"1828","Middle Fraser",1988,"Little Horsefly R",136.2747829
"1829","Middle Fraser",1988,"Little Swift R",NA
"1830","Middle Fraser",1988,"Mackin Cr",NA
"1831","Middle Fraser",1988,"McKinley Cr",2667.63966
"1832","Middle Fraser",1988,"McKinley Cr (upr)",NA
"1833","Middle Fraser",1988,"Meldrum Cr",NA
"1834","Middle Fraser",1988,"Minton Cr",NA
"1835","Middle Fraser",1988,"Mitchell R",336.7448437
"1836","Middle Fraser",1988,"Moffat Cr",NA
"1837","Middle Fraser",1988,"Narcosli Cr",NA
"1838","Middle Fraser",1988,"Nataniko R",NA
"1839","Middle Fraser",1988,"Nazko R",NA
"1840","Middle Fraser",1988,"Nechako R",NA
"1841","Middle Fraser",1988,"Off-set Cr",NA
"1842","Middle Fraser",1988,"Penfold Cr",102.6738408
"1843","Middle Fraser",1988,"Polly Cr",NA
"1844","Middle Fraser",1988,"Portage Cr",175
"1845","Middle Fraser",1988,"Quesnel R",NA
"1846","Middle Fraser",1988,"Seton R (Sp Channels)",70
"1847","Middle Fraser",1988,"Seton Sys",NA
"1848","Middle Fraser",1988,"Sovereign Cr",NA
"1849","Middle Fraser",1988,"Spider Cr",NA
"1850","Middle Fraser",1988,"Stein R",302.8529973
"1851","Middle Fraser",1988,"Summit Cr",NA
"1852","Middle Fraser",1988,"Taseko R",NA
"1853","Middle Fraser",1988,"Tisdale Cr",NA
"1854","Middle Fraser",1988,"Twan Cr",NA
"1855","Middle Fraser",1988,"Victoria Cr",NA
"1856","Middle Fraser",1988,"Wasko Cr",NA
"1857","Middle Fraser",1988,"Watson Bar Cr",NA
"1858","Middle Fraser",1988,"West Road R",NA
"1859","Middle Fraser",1988,"Whitecap Cr",NA
"1860","Middle Fraser",1988,"Williams Cr",NA
"1861","Middle Fraser",1988,"Woodjam Cr",NA
"1862","Middle Fraser",1988,"Yalakom R",NA
"1863","Middle Fraser",1989,"Ahbau Cr",NA
"1864","Middle Fraser",1989,"Baezaeko R",NA
"1865","Middle Fraser",1989,"Baker Cr",NA
"1866","Middle Fraser",1989,"Beaver Cr",NA
"1867","Middle Fraser",1989,"Bill Miner Cr",NA
"1868","Middle Fraser",1989,"Blue Lead Cr",NA
"1869","Middle Fraser",1989,"Bridge R",595
"1870","Middle Fraser",1989,"Brittany Cr",NA
"1871","Middle Fraser",1989,"Cayoosh Cr",106.0515784
"1872","Middle Fraser",1989,"Chilako R",NA
"1873","Middle Fraser",1989,"Chilcotin R (upr)",NA
"1874","Middle Fraser",1989,"Chilko R",1002.452488
"1875","Middle Fraser",1989,"Clisbako R",NA
"1876","Middle Fraser",1989,"Clusko Cr",NA
"1877","Middle Fraser",1989,"Coglistiko R",NA
"1878","Middle Fraser",1989,"Cottonwood R  ",NA
"1879","Middle Fraser",1989,"Euchiniko R",NA
"1880","Middle Fraser",1989,"French Bar Cr",NA
"1881","Middle Fraser",1989,"Gates Cr",1441.47284
"1882","Middle Fraser",1989,"Government Cr",NA
"1883","Middle Fraser",1989,"Hawks Cr",NA
"1884","Middle Fraser",1989,"Haylemore Cr",NA
"1885","Middle Fraser",1989,"Hazeltine Cr (Edney)",4.160362783
"1886","Middle Fraser",1989,"Hixon Cr",NA
"1887","Middle Fraser",1989,"Horsefly R",725.3010062
"1888","Middle Fraser",1989,"John-Boyd Cr",NA
"1889","Middle Fraser",1989,"Little Horsefly R",111.2203651
"1890","Middle Fraser",1989,"Little Swift R",NA
"1891","Middle Fraser",1989,"Mackin Cr",NA
"1892","Middle Fraser",1989,"McKinley Cr",2194.767046
"1893","Middle Fraser",1989,"McKinley Cr (upr)",NA
"1894","Middle Fraser",1989,"Meldrum Cr",NA
"1895","Middle Fraser",1989,"Minton Cr",NA
"1896","Middle Fraser",1989,"Mitchell R",274.8335655
"1897","Middle Fraser",1989,"Moffat Cr",NA
"1898","Middle Fraser",1989,"Narcosli Cr",NA
"1899","Middle Fraser",1989,"Nataniko R",NA
"1900","Middle Fraser",1989,"Nazko R",NA
"1901","Middle Fraser",1989,"Nechako R",NA
"1902","Middle Fraser",1989,"Off-set Cr",NA
"1903","Middle Fraser",1989,"Penfold Cr",83.79702989
"1904","Middle Fraser",1989,"Polly Cr",NA
"1905","Middle Fraser",1989,"Portage Cr",195
"1906","Middle Fraser",1989,"Quesnel R",NA
"1907","Middle Fraser",1989,"Seton R (Sp Channels)",45
"1908","Middle Fraser",1989,"Seton Sys",NA
"1909","Middle Fraser",1989,"Sovereign Cr",NA
"1910","Middle Fraser",1989,"Spider Cr",NA
"1911","Middle Fraser",1989,"Stein R",105
"1912","Middle Fraser",1989,"Summit Cr",NA
"1913","Middle Fraser",1989,"Taseko R",NA
"1914","Middle Fraser",1989,"Tisdale Cr",NA
"1915","Middle Fraser",1989,"Twan Cr",NA
"1916","Middle Fraser",1989,"Victoria Cr",NA
"1917","Middle Fraser",1989,"Wasko Cr",NA
"1918","Middle Fraser",1989,"Watson Bar Cr",NA
"1919","Middle Fraser",1989,"West Road R",NA
"1920","Middle Fraser",1989,"Whitecap Cr",NA
"1921","Middle Fraser",1989,"Williams Cr",NA
"1922","Middle Fraser",1989,"Woodjam Cr",NA
"1923","Middle Fraser",1989,"Yalakom R",NA
"1924","Middle Fraser",1990,"Ahbau Cr",NA
"1925","Middle Fraser",1990,"Baezaeko R",NA
"1926","Middle Fraser",1990,"Baker Cr",NA
"1927","Middle Fraser",1990,"Beaver Cr",NA
"1928","Middle Fraser",1990,"Bill Miner Cr",NA
"1929","Middle Fraser",1990,"Blue Lead Cr",NA
"1930","Middle Fraser",1990,"Bridge R",400
"1931","Middle Fraser",1990,"Brittany Cr",NA
"1932","Middle Fraser",1990,"Cayoosh Cr",174.5773448
"1933","Middle Fraser",1990,"Chilako R",NA
"1934","Middle Fraser",1990,"Chilcotin R (upr)",NA
"1935","Middle Fraser",1990,"Chilko R",423.2135678
"1936","Middle Fraser",1990,"Clisbako R",NA
"1937","Middle Fraser",1990,"Clusko Cr",NA
"1938","Middle Fraser",1990,"Coglistiko R",NA
"1939","Middle Fraser",1990,"Cottonwood R  ",NA
"1940","Middle Fraser",1990,"Euchiniko R",NA
"1941","Middle Fraser",1990,"French Bar Cr",NA
"1942","Middle Fraser",1990,"Gates Cr",150
"1943","Middle Fraser",1990,"Government Cr",NA
"1944","Middle Fraser",1990,"Hawks Cr",NA
"1945","Middle Fraser",1990,"Haylemore Cr",NA
"1946","Middle Fraser",1990,"Hazeltine Cr (Edney)",1.756414392
"1947","Middle Fraser",1990,"Hixon Cr",NA
"1948","Middle Fraser",1990,"Horsefly R",270.2062594
"1949","Middle Fraser",1990,"John-Boyd Cr",NA
"1950","Middle Fraser",1990,"Little Horsefly R",46.9548114
"1951","Middle Fraser",1990,"Little Swift R",NA
"1952","Middle Fraser",1990,"Mackin Cr",NA
"1953","Middle Fraser",1990,"McKinley Cr",944.3142424
"1954","Middle Fraser",1990,"McKinley Cr (upr)",NA
"1955","Middle Fraser",1990,"Meldrum Cr",NA
"1956","Middle Fraser",1990,"Minton Cr",NA
"1957","Middle Fraser",1990,"Mitchell R",116.0287347
"1958","Middle Fraser",1990,"Moffat Cr",NA
"1959","Middle Fraser",1990,"Narcosli Cr",NA
"1960","Middle Fraser",1990,"Nataniko R",NA
"1961","Middle Fraser",1990,"Nazko R",NA
"1962","Middle Fraser",1990,"Nechako R",NA
"1963","Middle Fraser",1990,"Off-set Cr",NA
"1964","Middle Fraser",1990,"Penfold Cr",35.37727764
"1965","Middle Fraser",1990,"Polly Cr",NA
"1966","Middle Fraser",1990,"Portage Cr",150
"1967","Middle Fraser",1990,"Quesnel R",NA
"1968","Middle Fraser",1990,"Seton R (Sp Channels)",55
"1969","Middle Fraser",1990,"Seton Sys",NA
"1970","Middle Fraser",1990,"Sovereign Cr",NA
"1971","Middle Fraser",1990,"Spider Cr",NA
"1972","Middle Fraser",1990,"Stein R",100
"1973","Middle Fraser",1990,"Summit Cr",NA
"1974","Middle Fraser",1990,"Taseko R",NA
"1975","Middle Fraser",1990,"Tisdale Cr",NA
"1976","Middle Fraser",1990,"Twan Cr",NA
"1977","Middle Fraser",1990,"Victoria Cr",NA
"1978","Middle Fraser",1990,"Wasko Cr",NA
"1979","Middle Fraser",1990,"Watson Bar Cr",NA
"1980","Middle Fraser",1990,"West Road R",NA
"1981","Middle Fraser",1990,"Whitecap Cr",NA
"1982","Middle Fraser",1990,"Williams Cr",NA
"1983","Middle Fraser",1990,"Woodjam Cr",NA
"1984","Middle Fraser",1990,"Yalakom R",NA
"1985","Middle Fraser",1991,"Ahbau Cr",NA
"1986","Middle Fraser",1991,"Baezaeko R",NA
"1987","Middle Fraser",1991,"Baker Cr",NA
"1988","Middle Fraser",1991,"Beaver Cr",NA
"1989","Middle Fraser",1991,"Bill Miner Cr",NA
"1990","Middle Fraser",1991,"Blue Lead Cr",NA
"1991","Middle Fraser",1991,"Bridge R",300
"1992","Middle Fraser",1991,"Brittany Cr",NA
"1993","Middle Fraser",1991,"Cayoosh Cr",64.81481218
"1994","Middle Fraser",1991,"Chilako R",NA
"1995","Middle Fraser",1991,"Chilcotin R (upr)",NA
"1996","Middle Fraser",1991,"Chilko R",454.0252798
"1997","Middle Fraser",1991,"Clisbako R",NA
"1998","Middle Fraser",1991,"Clusko Cr",NA
"1999","Middle Fraser",1991,"Coglistiko R",NA
"2000","Middle Fraser",1991,"Cottonwood R  ",NA
"2001","Middle Fraser",1991,"Euchiniko R",NA
"2002","Middle Fraser",1991,"French Bar Cr",NA
"2003","Middle Fraser",1991,"Gates Cr",526.3371281
"2004","Middle Fraser",1991,"Government Cr",NA
"2005","Middle Fraser",1991,"Hawks Cr",NA
"2006","Middle Fraser",1991,"Haylemore Cr",NA
"2007","Middle Fraser",1991,"Hazeltine Cr (Edney)",1.884288681
"2008","Middle Fraser",1991,"Hixon Cr",NA
"2009","Middle Fraser",1991,"Horsefly R",328.4993515
"2010","Middle Fraser",1991,"John-Boyd Cr",NA
"2011","Middle Fraser",1991,"Little Horsefly R",50.37331741
"2012","Middle Fraser",1991,"Little Swift R",NA
"2013","Middle Fraser",1991,"Mackin Cr",NA
"2014","Middle Fraser",1991,"McKinley Cr",1013.064256
"2015","Middle Fraser",1991,"McKinley Cr (upr)",NA
"2016","Middle Fraser",1991,"Meldrum Cr",NA
"2017","Middle Fraser",1991,"Minton Cr",NA
"2018","Middle Fraser",1991,"Mitchell R",124.4761103
"2019","Middle Fraser",1991,"Moffat Cr",NA
"2020","Middle Fraser",1991,"Narcosli Cr",NA
"2021","Middle Fraser",1991,"Nataniko R",NA
"2022","Middle Fraser",1991,"Nazko R",NA
"2023","Middle Fraser",1991,"Nechako R",NA
"2024","Middle Fraser",1991,"Off-set Cr",NA
"2025","Middle Fraser",1991,"Penfold Cr",37.95289093
"2026","Middle Fraser",1991,"Polly Cr",NA
"2027","Middle Fraser",1991,"Portage Cr",100
"2028","Middle Fraser",1991,"Quesnel R",NA
"2029","Middle Fraser",1991,"Seton R (Sp Channels)",25
"2030","Middle Fraser",1991,"Seton Sys",NA
"2031","Middle Fraser",1991,"Sovereign Cr",NA
"2032","Middle Fraser",1991,"Spider Cr",NA
